"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"de los Santos et al 2022 (a)","CBdlS Sm3_15","Ria Formosa",NA,"Saltmarsh",36.988,-7.875,"direct from dataset",1,"Portugal",2017,NA,0,0.05,"LOI","Core-level",1.99,0.636,"Sm3_15",6.628,NA,NA,"OC = 0.3102*OM - 0.066","de los Santos et al 2022 (a)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,6.628,0.636,"https://doi.org/10.1016/j.ecss.2022.107896",2.5,"0-15cm",2.74938919730689,"Estimated (study equation)",1.99,NA,"36.988_-7.875"
"de los Santos et al 2022 (a)","CBdlS Sm3_20","Ria Formosa",NA,"Saltmarsh",36.988,-7.875,"direct from dataset",1,"Portugal",2017,NA,0,0.05,"LOI","Core-level",1.934,0.53,"Sm3_20",6.449,NA,NA,"OC = 0.3102*OM - 0.066","de los Santos et al 2022 (a)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.934,6.449,0.53,"https://doi.org/10.1016/j.ecss.2022.107896",2.5,"0-15cm",2.67434926150578,"Estimated (study equation)",1.934,NA,"36.988_-7.875"
"de los Santos et al 2022 (a)","CBdlS Sm3_25","Ria Formosa",NA,"Saltmarsh",36.988,-7.875,"direct from dataset",1,"Portugal",2017,NA,0,0.05,"LOI","Core-level",1.929,0.724,"Sm3_25",6.432,NA,NA,"OC = 0.3102*OM - 0.066","de los Santos et al 2022 (a)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.929,6.432,0.724,"https://doi.org/10.1016/j.ecss.2022.107896",2.5,"0-15cm",2.66722483869852,"Estimated (study equation)",1.929,NA,"36.988_-7.875"
"de los Santos et al 2022 (a)","CBdlS Sm4_8","Ria Formosa",NA,"Saltmarsh",37.002,-7.881,"direct from dataset",1,"Portugal",2017,NA,0,0.05,"LOI","Core-level",1.907,0.714,"Sm4_8",6.36,NA,NA,"OC = 0.3102*OM - 0.066","de los Santos et al 2022 (a)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.907,6.36,0.714,"https://doi.org/10.1016/j.ecss.2022.107896",2.5,"0-15cm",2.63705518791343,"Estimated (study equation)",1.907,NA,"37.002_-7.881"
"de los Santos et al 2022 (a)","CBdlS Sm4_12","Ria Formosa",NA,"Saltmarsh",37.002,-7.881,"direct from dataset",1,"Portugal",2017,NA,0,0.05,"LOI","Core-level",2.106,0.772,"Sm4_12",7.003,NA,NA,"OC = 0.3102*OM - 0.066","de los Santos et al 2022 (a)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.106,7.003,0.772,"https://doi.org/10.1016/j.ecss.2022.107896",2.5,"0-15cm",2.90673761322617,"Estimated (study equation)",2.106,NA,"37.002_-7.881"
"de los Santos et al 2022 (a)","CBdlS Sm4_15","Ria Formosa",NA,"Saltmarsh",37.002,-7.881,"direct from dataset",1,"Portugal",2017,NA,0,0.05,"LOI","Core-level",2.161,0.635,"Sm4_15",7.178,NA,NA,"OC = 0.3102*OM - 0.066","de los Santos et al 2022 (a)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.161,7.178,0.635,"https://doi.org/10.1016/j.ecss.2022.107896",2.5,"0-15cm",2.980232591081,"Estimated (study equation)",2.161,NA,"37.002_-7.881"
"Martins et al 2022","MM SM1","Ria Formosa",NA,"Saltmarsh",36.984,-7.889,"direct from dataset",1,"Portugal",2017,NA,0,0.02,"EA","Core-level",3.349,0.431,"SM1",8.489,NA,NA,NA,"Martins et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.349,8.489,0.431,"https://doi.org/10.1007/s10021-021-00660-6",1,"0-15cm",3.53214511339901,"Observed",3.349,NA,"36.984_-7.889"
"Martins et al 2022","MM SM2","Ria Formosa",NA,"Saltmarsh",36.988,-7.876,"direct from dataset",1,"Portugal",2017,NA,0,0.03,"EA","Core-level",3.698,0.355,"SM2",11.392,NA,NA,NA,"Martins et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.698,11.392,0.355,"https://doi.org/10.1007/s10021-021-00660-6",1.5,"0-15cm",4.76261974917247,"Observed",3.698,NA,"36.988_-7.876"
"Martins et al 2022","MM SM3","Ria Formosa",NA,"Saltmarsh",36.997,-7.88,"direct from dataset",1,"Portugal",2017,NA,0,0.03,"EA","Core-level",2.532,0.485,"SM3",8.007,NA,NA,NA,"Martins et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.532,8.007,0.485,"https://doi.org/10.1007/s10021-021-00660-6",1.5,"0-15cm",3.32895708500797,"Observed",2.532,NA,"36.997_-7.88"
"Martins et al 2022","MM SM4","Ria Formosa",NA,"Saltmarsh",37.003,-7.884,"direct from dataset",1,"Portugal",2017,NA,0,0.04,"EA","Core-level",2.683,0.476,"SM4",9.361,NA,NA,NA,"Martins et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.683,9.361,0.476,"https://doi.org/10.1007/s10021-021-00660-6",2,"0-15cm",3.90054453721168,"Observed",2.683,NA,"37.003_-7.884"
"de los Santos et al 2022 (b)","CBdlS SM","Santibáñez",NA,"Saltmarsh",36.467,-6.251,"direct from dataset",1,"Spain",2018,NA,0,0.03,"EA","Core-level",2.63,0.54,"SM",6.32,NA,NA,NA,"de los Santos et al 2022 (b)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,6.32,0.54,"https://doi.org/10.1007/s10021-022-00801-5",1.5,"0-15cm",2.62029732964255,"Observed",2.63,NA,"36.467_-6.251"
"Schile et al 2016","LS al_aryam salt marsh 1","al_aryam","1","salt marsh",24.25638,54.23759,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",1.76,1.141,NA,5.976,NA,0.09,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,5.976,1.141,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",2.47626994035762,"Observed",1.76,NA,"24.25638_54.23759"
"Schile et al 2016","LS al_aryam salt marsh 2","al_aryam","2","salt marsh",24.25621,54.23766,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",1.77,1.109,NA,7.722,NA,0.076,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,7.722,1.109,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",3.20896403726134,"Observed",1.77,NA,"24.25621_54.23766"
"Schile et al 2016","LS al_aryam salt marsh 3","al_aryam","3","salt marsh",24.25604,54.23771,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",2.81,1.292,NA,8.867,NA,0.079,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,8.867,1.292,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",3.69171369796609,"Observed",2.81,NA,"24.25604_54.23771"
"Schile et al 2016","LS al_aryam salt marsh 4","al_aryam","4","salt marsh",24.25585,54.23774,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",0.88,1.162,NA,4.496,NA,0.078,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,4.496,1.162,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",1.85846038374837,"Observed",0.88,NA,"24.25585_54.23774"
"Schile et al 2016","LS al_aryam salt marsh 5","al_aryam","5","salt marsh",24.25569,54.2378,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",1.23,1.136,NA,6.304,NA,0.097,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,6.304,1.136,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",2.61359479810058,"Observed",1.23,NA,"24.25569_54.2378"
"Schile et al 2016","LS al_aryam salt marsh 6","al_aryam","6","salt marsh",24.25553,54.23785,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",1.42,1.135,NA,6.594,NA,0.092,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,6.594,1.135,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",2.73513243559917,"Observed",1.42,NA,"24.25553_54.23785"
"Schile et al 2016","LS eastern_mangrove salt marsh 1","eastern_mangrove","1","salt marsh",24.45533,54.43389,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",1.37,1.098,NA,4.861,NA,0.11,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,4.861,1.098,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",2.01054770610235,"Observed",1.37,NA,"24.45533_54.43389"
"Schile et al 2016","LS eastern_mangrove salt marsh 2","eastern_mangrove","2","salt marsh",24.45545,54.43374,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",1.37,0.966,NA,4.734,NA,0.12,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,4.734,0.966,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",1.95760901391832,"Observed",1.37,NA,"24.45545_54.43374"
"Schile et al 2016","LS eastern_mangrove salt marsh 3","eastern_mangrove","3","salt marsh",24.45557,54.4336,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",1.21,1.127,NA,4.631,NA,0.114,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,4.631,1.127,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",1.91469065897622,"Observed",1.21,NA,"24.45557_54.4336"
"Schile et al 2016","LS eastern_mangrove salt marsh 4","eastern_mangrove","4","salt marsh",24.45568,54.43344,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",0.83,1.046,NA,3.948,NA,0.083,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,3.948,1.046,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",1.63046267013226,"Observed",0.83,NA,"24.45568_54.43344"
"Schile et al 2016","LS eastern_mangrove salt marsh 5","eastern_mangrove","5","salt marsh",24.4558,54.43329,"direct from dataset",1,"United Arab Emirates",2013,NA,0,0.15,"EA","Core-level",1.32,1.165,NA,4.915,NA,0.119,NA,"Schile et al 2016",NA,"Abu Dhabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,4.915,1.165,"https://doi.org/10.15146/R3K59Z",7.5,"0-15cm",2.03306374472568,"Observed",1.32,NA,"24.4558_54.43329"
