"Point_ID","Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"P797","CCRCN","Giblin and Forbrich 2018 Giblin2018Core_4",NA,NA,"marsh",42.74239,-70.83063,"direct from dataset",1,"United States",2014,NA,0,0.02,"EA","Core-level",14.26,0.24,"Giblin2018Core_4",NA,NA,NA,NA,"Giblin and Forbrich 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.26,NA,0.24,NA,1,"0-15cm",NA,"Observed",14.26,NA,"42.74239_-70.83063"
"P798","CCRCN","Gonneea et al 2018 EPA",NA,NA,"marsh",41.55923,-70.54365,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",24.15899,0.01857506,"EPA",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.15899,NA,0.01857506,NA,1.5,"0-15cm",NA,"Observed",24.15899,NA,"41.55923_-70.54365"
"P799","CCRCN","Gonneea et al 2018 EPB",NA,NA,"marsh",41.55892,-70.54378,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",22.46892,0.105598,"EPB",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.46892,NA,0.105598,NA,1.5,"0-15cm",NA,"Observed",22.46892,NA,"41.55892_-70.54378"
"P800","CCRCN","Gonneea et al 2018 GPA",NA,NA,"marsh",41.55665,-70.58044,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",19.50075,0.248855,"GPA",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.50075,NA,0.248855,NA,1.5,"0-15cm",NA,"Observed",19.50075,NA,"41.55665_-70.58044"
"P801","CCRCN","Gonneea et al 2018 GPB",NA,NA,"marsh",41.55655,-70.58011,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",24.29153,0.07430025,"GPB",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.29153,NA,0.07430025,NA,1.5,"0-15cm",NA,"Observed",24.29153,NA,"41.55655_-70.58011"
"P802","CCRCN","Gonneea et al 2018 GPC",NA,NA,"marsh",41.556,-70.57988,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",25.86192,0.06564886,"GPC",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.86192,NA,0.06564886,NA,1.5,"0-15cm",NA,"Observed",25.86192,NA,"41.556_-70.57988"
"P803","CCRCN","Gonneea et al 2018 HBA",NA,NA,"marsh",41.5752,-70.50214,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",25.54326,0.1445293,"HBA",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54326,NA,0.1445293,NA,1.5,"0-15cm",NA,"Observed",25.54326,NA,"41.5752_-70.50214"
"P804","CCRCN","Gonneea et al 2018 HBB",NA,NA,"marsh",41.5759,-70.5011,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",30.56602,0.1150127,"HBB",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56602,NA,0.1150127,NA,1.5,"0-15cm",NA,"Observed",30.56602,NA,"41.5759_-70.5011"
"P805","CCRCN","Gonneea et al 2018 HBC",NA,NA,"marsh",41.57671,-70.50044,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",29.71463,0.1114504,"HBC",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.71463,NA,0.1114504,NA,1.5,"0-15cm",NA,"Observed",29.71463,NA,"41.57671_-70.50044"
"P806","CCRCN","Gonneea et al 2018 SLPA",NA,NA,"marsh",41.55445,-70.5069,"direct from dataset",1,"United States",2013,NA,0.01,0.02,"EA","Core-level",14.46334,0.1422392,"SLPA",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.46334,NA,0.1422392,NA,1.5,"0-15cm",NA,"Observed",14.46334,NA,"41.55445_-70.5069"
"P807","CCRCN","Gonneea et al 2018 SLPB",NA,NA,"marsh",41.55451,-70.50599,"direct from dataset",1,"United States",2014,NA,0,0.01,"EA","Core-level",29.92341,0.0735369,"SLPB",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.92341,NA,0.0735369,NA,0.5,"0-15cm",NA,"Observed",29.92341,NA,"41.55451_-70.50599"
"P808","CCRCN","Gonneea et al 2018 SLPC",NA,NA,"marsh",41.55449,-70.50714,"direct from dataset",1,"United States",2014,NA,0.01,0.02,"EA","Core-level",23.53682,0.1371501,"SLPC",NA,NA,NA,NA,"Gonneea et al 2018",NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.53682,NA,0.1371501,NA,1.5,"0-15cm",NA,"Observed",23.53682,NA,"41.55449_-70.50714"
"P809","CCRCN","Hill and Anisfeld 2015 EBD",NA,NA,"marsh",41.26998,-72.75692,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",10.54401,0.2477522,"EBD",23.93889,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54401,23.93889,0.2477522,NA,0.5,"0-15cm",10.213138254273,"Observed",10.54401,NA,"41.26998_-72.75692"
"P810","CCRCN","Hill and Anisfeld 2015 CIC",NA,NA,"marsh",41.09998,-73.38623,"direct from dataset",1,"United States",NA,NA,0,0.02,"EA","Core-level",12.22929,0.3376027,"CIC",28.82187,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22929,28.82187,0.3376027,NA,1,"0-15cm",12.392473738339,"Observed",12.22929,NA,"41.09998_-73.38623"
"P811","CCRCN","Hill and Anisfeld 2015 GF",NA,NA,"marsh",41.11897,-73.31629,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",18.02671,0.1685646,"GF",40.61699,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.02671,40.61699,0.1685646,NA,0.5,"0-15cm",17.791100011349,"Observed",18.02671,NA,"41.11897_-73.31629"
"P812","CCRCN","Hill and Anisfeld 2015 GPE",NA,NA,"marsh",41.21171,-73.02796,"direct from dataset",1,"United States",NA,NA,0,0.02,"EA","Core-level",13.17162,0.2450687,"GPE",29.82631,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.17162,29.82631,0.2450687,NA,1,"0-15cm",12.8448055943538,"Observed",13.17162,NA,"41.21171_-73.02796"
"P813","CCRCN","Hill and Anisfeld 2015 AND",NA,NA,"marsh",41.23522,-72.99081,"direct from dataset",1,"United States",NA,NA,0,0.02,"EA","Core-level",7.301755,0.2099971,"AND",17.39534,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.301755,17.39534,0.2099971,NA,1,"0-15cm",7.34372059897321,"Observed",7.301755,NA,"41.23522_-72.99081"
"P814","CCRCN","Hill and Anisfeld 2015 HV1",NA,NA,"marsh",41.07351,-73.42727,"direct from dataset",1,"United States",NA,NA,0,0.02,"EA","Core-level",18.94221,0.1573339,"HV1",41.21834,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.94221,41.21834,0.1573339,NA,1,"0-15cm",18.0714277252204,"Observed",18.94221,NA,"41.07351_-73.42727"
"P815","CCRCN","Hill and Anisfeld 2015 HV2",NA,NA,"marsh",41.08112,-73.41315,"direct from dataset",1,"United States",NA,NA,0,0.02,"EA","Core-level",17.93356,0.149893,"HV2",41.45145,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.93356,41.45145,0.149893,NA,1,"0-15cm",18.1802280264051,"Observed",17.93356,NA,"41.08112_-73.41315"
"P816","CCRCN","Hill and Anisfeld 2015 HV4",NA,NA,"marsh",41.08076,-73.41272,"direct from dataset",1,"United States",NA,NA,0,0.015,"EA","Core-level",17.6989,0.2433956,"HV4",38.50308,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6989,38.50308,0.2433956,NA,0.75,"0-15cm",16.8095902991639,"Observed",17.6989,NA,"41.08076_-73.41272"
"P817","CCRCN","Hill and Anisfeld 2015 MC",NA,NA,"marsh",40.95388,-73.69877,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",20.32429,0.1529837,"MC",45.09531,NA,NA,NA,"Hill and Anisfeld 2015",NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.32429,45.09531,0.1529837,NA,0.5,"0-15cm",19.8905860732048,"Observed",20.32429,NA,"40.95388_-73.69877"
"P818","CCRCN","Hill and Anisfeld 2015 OC",NA,NA,"marsh",40.94637,-73.72143,"direct from dataset",1,"United States",NA,NA,0,0.03,"EA","Core-level",22.54772,0.1727772,"OC",50.41819,NA,NA,NA,"Hill and Anisfeld 2015",NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.54772,50.41819,0.1727772,NA,1.5,"0-15cm",22.4216320169473,"Observed",22.54772,NA,"40.94637_-73.72143"
"P819","CCRCN","Hill and Anisfeld 2015 PBA",NA,NA,"marsh",40.86972,-73.80866,"direct from dataset",1,"United States",NA,NA,0,0.02,"EA","Core-level",24.97156,0.1614649,"PBA",55.01586,NA,NA,NA,"Hill and Anisfeld 2015",NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.97156,55.01586,0.1614649,NA,1,"0-15cm",24.6389806928687,"Observed",24.97156,NA,"40.86972_-73.80866"
"P820","CCRCN","Hill and Anisfeld 2015 PBB",NA,NA,"marsh",40.87362,-73.82025,"direct from dataset",1,"United States",NA,NA,0,0.0275,"EA","Core-level",22.65661,0.1553042,"PBB",50.86353,NA,NA,NA,"Hill and Anisfeld 2015",NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.65661,50.86353,0.1553042,NA,1.375,"0-15cm",22.6351464932931,"Observed",22.65661,NA,"40.87362_-73.82025"
"P821","CCRCN","Hill and Anisfeld 2015 SMC",NA,NA,"marsh",40.60746,-74.19604,"direct from dataset",1,"United States",NA,NA,0,0.025,"EA","Core-level",30.61424,0.1569106,"SMC",62.15483,NA,NA,NA,"Hill and Anisfeld 2015",NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.61424,62.15483,0.1569106,NA,1.25,"0-15cm",28.1391469314269,"Observed",30.61424,NA,"40.60746_-74.19604"
"P822","CCRCN","Hill and Anisfeld 2015 SWD",NA,NA,"marsh",41.11673,-73.32429,"direct from dataset",1,"United States",NA,NA,0,0.02,"EA","Core-level",4.641946,0.616061,"SWD",11.12694,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.641946,11.12694,0.616061,NA,1,"0-15cm",4.649793158473,"Observed",4.641946,NA,"41.11673_-73.32429"
"P823","CCRCN","Hill and Anisfeld 2015 SPR",NA,NA,"marsh",40.65957,-73.85613,"direct from dataset",1,"United States",NA,NA,0,0.015,"EA","Core-level",19.41036,0.1900262,"SPR",39.85765,NA,NA,NA,"Hill and Anisfeld 2015",NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.41036,39.85765,0.1900262,NA,0.75,"0-15cm",17.4378285102529,"Observed",19.41036,NA,"40.65957_-73.85613"
"P824","CCRCN","Hill and Anisfeld 2015 VCR",NA,NA,"marsh",41.083,-73.41898,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",13.60486,0.2620606,"VCR",28.63355,NA,NA,NA,"Hill and Anisfeld 2015",NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.60486,28.63355,0.2620606,NA,0.5,"0-15cm",12.3078205098046,"Observed",13.60486,NA,"41.083_-73.41898"
"P825","CCRCN","Johnson et al 2007 SM02_VC1",NA,NA,"marsh",43.74353,-69.83196,"direct from dataset",1,"United States",NA,NA,0,0.09,"EA","Core-level",19.7,NA,"SM02_VC1",NA,NA,NA,NA,"Johnson et al 2007",NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,NA,NA,NA,4.5,"0-15cm",NA,"Observed",19.7,NA,"43.74353_-69.83196"
"P826","CCRCN","Kauffman et al 2020 COL-SEC-HM-1",NA,NA,"marsh",46.3048,-123.6924,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",3.067446,0.5502005,"COL-SEC-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.067446,NA,0.5502005,NA,22.5,"15-30cm",NA,"Observed",3.067446,NA,"46.3048_-123.6924"
"P827","CCRCN","Kauffman et al 2020 COL-SEC-HM-2",NA,NA,"marsh",46.305,-123.6924,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.713801,0.7368834,"COL-SEC-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.713801,NA,0.7368834,NA,22.5,"15-30cm",NA,"Observed",1.713801,NA,"46.305_-123.6924"
"P828","CCRCN","Kauffman et al 2020 COL-SEC-HM-3",NA,NA,"marsh",46.3051,-123.6924,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.904384,0.3911452,"COL-SEC-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.904384,NA,0.3911452,NA,22.5,"15-30cm",NA,"Observed",4.904384,NA,"46.3051_-123.6924"
"P829","CCRCN","Kauffman et al 2020 COL-SEC-HM-4",NA,NA,"marsh",46.3053,-123.6924,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",3.745453,0.4723723,"COL-SEC-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.745453,NA,0.4723723,NA,22.5,"15-30cm",NA,"Observed",3.745453,NA,"46.3053_-123.6924"
"P830","CCRCN","Kauffman et al 2020 COL-SEC-HM-5",NA,NA,"marsh",46.3055,-123.6924,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",3.870034,0.519871,"COL-SEC-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.870034,NA,0.519871,NA,22.5,"15-30cm",NA,"Observed",3.870034,NA,"46.3055_-123.6924"
"P831","CCRCN","Kauffman et al 2020 COL-SEC-HM-6",NA,NA,"marsh",46.3057,-123.6924,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.240429,0.4829179,"COL-SEC-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.240429,NA,0.4829179,NA,22.5,"15-30cm",NA,"Observed",4.240429,NA,"46.3057_-123.6924"
"P832","CCRCN","Kauffman et al 2020 COL-SEC-LM-1",NA,NA,"marsh",46.3051,-123.695,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.398996,0.9287084,"COL-SEC-LM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.398996,NA,0.9287084,NA,22.5,"15-30cm",NA,"Observed",1.398996,NA,"46.3051_-123.695"
"P833","CCRCN","Kauffman et al 2020 COL-SEC-LM-2",NA,NA,"marsh",46.3053,-123.695,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.343413,0.9919819,"COL-SEC-LM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.343413,NA,0.9919819,NA,22.5,"15-30cm",NA,"Observed",1.343413,NA,"46.3053_-123.695"
"P834","CCRCN","Kauffman et al 2020 COL-SEC-LM-3",NA,NA,"marsh",46.3054,-123.695,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",2.234926,0.5364302,"COL-SEC-LM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.234926,NA,0.5364302,NA,22.5,"15-30cm",NA,"Observed",2.234926,NA,"46.3054_-123.695"
"P835","CCRCN","Kauffman et al 2020 COL-SEC-LM-4",NA,NA,"marsh",46.3056,-123.6951,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.632161,0.7852536,"COL-SEC-LM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632161,NA,0.7852536,NA,22.5,"15-30cm",NA,"Observed",1.632161,NA,"46.3056_-123.6951"
"P836","CCRCN","Kauffman et al 2020 COL-SEC-LM-5",NA,NA,"marsh",46.3058,-123.6951,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",2.270795,0.9287084,"COL-SEC-LM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.270795,NA,0.9287084,NA,22.5,"15-30cm",NA,"Observed",2.270795,NA,"46.3058_-123.6951"
"P837","CCRCN","Kauffman et al 2020 COL-SEC-LM-6",NA,NA,"marsh",46.306,-123.6951,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.12402,0.6769217,"COL-SEC-LM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12402,NA,0.6769217,NA,22.5,"15-30cm",NA,"Observed",5.12402,NA,"46.306_-123.6951"
"P838","CCRCN","Kauffman et al 2020 COO-DAN-HM-1",NA,NA,"marsh",43.2836,-124.3235,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",11.51049,0.3438986,"COO-DAN-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.51049,NA,0.3438986,NA,22.5,"15-30cm",NA,"Observed",11.51049,NA,"43.2836_-124.3235"
"P839","CCRCN","Kauffman et al 2020 COO-DAN-HM-2",NA,NA,"marsh",43.2834,-124.3234,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.673849,0.996038,"COO-DAN-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.673849,NA,0.996038,NA,22.5,"15-30cm",NA,"Observed",1.673849,NA,"43.2834_-124.3234"
"P840","CCRCN","Kauffman et al 2020 COO-DAN-HM-3",NA,NA,"marsh",43.2833,-124.3233,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",14.61695,0.2012678,"COO-DAN-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.61695,NA,0.2012678,NA,22.5,"15-30cm",NA,"Observed",14.61695,NA,"43.2833_-124.3233"
"P841","CCRCN","Kauffman et al 2020 COO-DAN-HM-4",NA,NA,"marsh",43.2831,-124.3232,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",13.80384,0.274168,"COO-DAN-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.80384,NA,0.274168,NA,22.5,"15-30cm",NA,"Observed",13.80384,NA,"43.2831_-124.3232"
"P842","CCRCN","Kauffman et al 2020 COO-DAN-HM-5",NA,NA,"marsh",43.283,-124.3231,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",8.569018,0.3137876,"COO-DAN-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.569018,NA,0.3137876,NA,22.5,"15-30cm",NA,"Observed",8.569018,NA,"43.283_-124.3231"
"P843","CCRCN","Kauffman et al 2020 COO-DAN-HM-6",NA,NA,"marsh",43.2828,-124.323,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",11.84619,0.2916006,"COO-DAN-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84619,NA,0.2916006,NA,22.5,"15-30cm",NA,"Observed",11.84619,NA,"43.2828_-124.323"
"P844","CCRCN","Kauffman et al 2020 COO-HAM-HM-1",NA,NA,"marsh",43.3196,-124.3313,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",13.10744,0.3335975,"COO-HAM-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.10744,NA,0.3335975,NA,22.5,"15-30cm",NA,"Observed",13.10744,NA,"43.3196_-124.3313"
"P845","CCRCN","Kauffman et al 2020 COO-HAM-HM-2",NA,NA,"marsh",43.3195,-124.3315,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",15.12458,0.2424723,"COO-HAM-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.12458,NA,0.2424723,NA,22.5,"15-30cm",NA,"Observed",15.12458,NA,"43.3195_-124.3315"
"P846","CCRCN","Kauffman et al 2020 COO-HAM-HM-3",NA,NA,"marsh",43.3194,-124.3317,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.429715,0.6267829,"COO-HAM-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.429715,NA,0.6267829,NA,22.5,"15-30cm",NA,"Observed",4.429715,NA,"43.3194_-124.3317"
"P847","CCRCN","Kauffman et al 2020 COO-HAM-HM-4",NA,NA,"marsh",43.3194,-124.332,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",2.873252,0.7757528,"COO-HAM-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.873252,NA,0.7757528,NA,22.5,"15-30cm",NA,"Observed",2.873252,NA,"43.3194_-124.332"
"P848","CCRCN","Kauffman et al 2020 COO-HAM-HM-5",NA,NA,"marsh",43.3193,-124.3322,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",7.898592,0.389065,"COO-HAM-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.898592,NA,0.389065,NA,22.5,"15-30cm",NA,"Observed",7.898592,NA,"43.3193_-124.3322"
"P849","CCRCN","Kauffman et al 2020 COO-HAM-HM-6",NA,NA,"marsh",43.3192,-124.3324,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.869491,0.7321712,"COO-HAM-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.869491,NA,0.7321712,NA,22.5,"15-30cm",NA,"Observed",4.869491,NA,"43.3192_-124.3324"
"P850","CCRCN","Kauffman et al 2020 COO-HID-LM-1",NA,NA,"marsh",43.2936,-124.3233,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.538754,0.4992076,"COO-HID-LM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.538754,NA,0.4992076,NA,22.5,"15-30cm",NA,"Observed",4.538754,NA,"43.2936_-124.3233"
"P851","CCRCN","Kauffman et al 2020 COO-HID-LM-2",NA,NA,"marsh",43.2935,-124.3234,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.717935,0.3684628,"COO-HID-LM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.717935,NA,0.3684628,NA,22.5,"15-30cm",NA,"Observed",5.717935,NA,"43.2935_-124.3234"
"P852","CCRCN","Kauffman et al 2020 COO-HID-LM-3",NA,NA,"marsh",43.2933,-124.3235,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",6.193667,0.3716323,"COO-HID-LM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.193667,NA,0.3716323,NA,22.5,"15-30cm",NA,"Observed",6.193667,NA,"43.2933_-124.3235"
"P853","CCRCN","Kauffman et al 2020 COO-HID-LM-4",NA,NA,"marsh",43.2931,-124.3236,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",9.143481,0.2448494,"COO-HID-LM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.143481,NA,0.2448494,NA,22.5,"15-30cm",NA,"Observed",9.143481,NA,"43.2931_-124.3236"
