"Point_ID","Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"P2389","Gailis et al 2021","MG T2-EA","Boundary Bay, BC","T2-EA","Salt marsh",49.05031,-123.0347,"direct from dataset",1,"Canada",2018,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,0.5,NA,NA,NA,NA,NA,14,7.9,NA,0.44,NA,NA,14,NA,0.44,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",14,NA,"49.05031_-123.0347"
"P2390","Gailis et al 2021","MG W-A","Boundary Bay, BC","W-A","Salt marsh",49.04339,-123.0487,"direct from dataset",1,"Canada",2018,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,NA,NA,NA,NA,NA,NA,20.6,12.2,NA,0.41,NA,NA,20.6,NA,0.41,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",20.6,NA,"49.04339_-123.0487"
"P2391","Gailis et al 2021","MG C1","Boundary Bay, BC","C1","Salt marsh",49.04844,-123.0457,"direct from dataset",1,"Canada",2018,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,NA,NA,NA,NA,NA,NA,10,4.6,NA,0.55,NA,NA,10,NA,0.55,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",10,NA,"49.04844_-123.0457"
"P2392","Gailis et al 2021","MG SP2","Boundary Bay, BC","SP2","Salt marsh",49.04753,-123.0436,"direct from dataset",1,"Canada",2018,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,0.23,NA,NA,NA,NA,NA,6.5,5.6,NA,0.66,NA,NA,6.5,NA,0.66,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",6.5,NA,"49.04753_-123.0436"
"P2393","Gailis et al 2021","MG T3 - 1","Boundary Bay, BC","T3 - 1","Salt marsh",49.048,-123.0469,"direct from dataset",1,"Canada",2018,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,0.35,NA,NA,NA,NA,NA,8.6,5.4,NA,0.5,NA,NA,8.6,NA,0.5,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",8.6,NA,"49.048_-123.0469"
"P2394","Gailis et al 2021","MG BB1 - 2","Boundary Bay, BC","BB1 - 2","Salt marsh",49.04711,-123.0452,"direct from dataset",1,"Canada",2014,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,NA,NA,NA,NA,NA,NA,3.9,2.8,NA,0.61,NA,NA,3.9,NA,0.61,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",3.9,NA,"49.04711_-123.0452"
"P2395","Gailis et al 2021","MG BB2","Boundary Bay, BC","BB2","Salt marsh",49.04656,-123.0444,"direct from dataset",1,"Canada",2017,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,0.23,NA,NA,NA,NA,NA,1.2,1.1,NA,0.94,NA,NA,1.2,NA,0.94,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",1.2,NA,"49.04656_-123.0444"
"P2396","Gailis et al 2021","MG BB1 - 1","Boundary Bay, BC","BB1 - 1","Salt marsh",49.04556,-123.0447,"direct from dataset",1,"Canada",2014,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.4,NA,0.74,NA,NA,2.3,NA,0.74,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",2.3,NA,"49.04556_-123.0447"
"P2397","Gailis et al 2021","MG BB2 - 4","Boundary Bay, BC","BB2 - 4","Salt marsh",49.04975,-123.0371,"direct from dataset",1,"Canada",2014,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.5,NA,0.58,NA,NA,2.8,NA,0.58,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",2.8,NA,"49.04975_-123.0371"
"P2398","Gailis et al 2021","MG BB2 - 3","Boundary Bay, BC","BB2 - 3","Salt marsh",49.04928,-123.0356,"direct from dataset",1,"Canada",2014,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,NA,NA,NA,NA,NA,NA,6.7,3.6,NA,0.42,NA,NA,6.7,NA,0.42,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",6.7,NA,"49.04928_-123.0356"
"P2399","Gailis et al 2021","MG BB2 - 2","Boundary Bay, BC","BB2 - 2","Salt marsh",49.04914,-123.0354,"direct from dataset",1,"Canada",2014,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.8,NA,0.83,NA,NA,1.6,NA,0.83,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",1.6,NA,"49.04914_-123.0354"
"P2400","Gailis et al 2021","MG T2 - 6","Boundary Bay, BC","T2 - 6","Salt marsh",49.05003,-123.0368,"direct from dataset",1,"Canada",2018,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,0.6,NA,NA,NA,NA,NA,8.6,5,NA,0.41,NA,NA,8.6,NA,0.41,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",8.6,NA,"49.05003_-123.0368"
"P2401","Gailis et al 2021","MG LM1","Boundary Bay, BC","LM1","Salt marsh",49.04658,-123.0418,"direct from dataset",1,"Canada",2018,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,0.4,NA,NA,NA,NA,NA,3.9,6.1,NA,0.78,NA,NA,3.9,NA,0.78,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",3.9,NA,"49.04658_-123.0418"
"P2402","Gailis et al 2021","MG LM2","Boundary Bay, BC","LM2","Salt marsh",49.03,-123.0435,"direct from dataset",1,"Canada",2018,NA,0,0.1,"LOI","Site-level",NA,NA,NA,NA,NA,NA,"OC = 0.44*OM - 1.33","Gailis et al 2021",NA,NA,0.42,NA,NA,NA,NA,NA,7.2,5.4,NA,0.54,NA,NA,7.2,NA,0.54,"https://doi.org/10.1080/21664250.2021.1894815",5,"0-15cm",NA,"Estimated (study equation)",7.2,NA,"49.03_-123.0435"
"P2403","Gallagher et al 2021","JBG 80a","Blackman Bay Rivulet","80a","Salt marsh",-42.9003,147.9028,"direct from dataset",1,"Australia",2018,NA,0,0.25,"EA","Core-level",21.58,0.3,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.58,NA,0.3,"https://doi.org/10.1007/s13157-021-01460-3",12.5,"0-15cm",NA,"Observed",21.58,NA,"-42.9003_147.9028"
"P2404","Gallagher et al 2021","JBG 80b","Blackman Bay Rivulet","80b","Salt marsh",-42.9003,147.9024,"direct from dataset",1,"Australia",2018,NA,0,0.2,"EA","Core-level",23.05,0.17,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.05,NA,0.17,"https://doi.org/10.1007/s13157-021-01460-3",10,"0-15cm",NA,"Observed",23.05,NA,"-42.9003_147.9024"
"P2405","Gallagher et al 2021","JBG 80c","Blackman Bay Rivulet","80c","Salt marsh",-42.9,147.9018,"direct from dataset",1,"Australia",2018,NA,0,0.28,"EA","Core-level",4.44,0.14,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,0.14,"https://doi.org/10.1007/s13157-021-01460-3",14,"0-15cm",NA,"Observed",4.44,NA,"-42.9_147.9018"
"P2406","Gallagher et al 2021","JBG 80d","Blackman Bay Rivulet","80d","Salt marsh",-42.8995,147.9012,"direct from dataset",1,"Australia",2018,NA,0,0.18,"EA","Core-level",34.34,0.17,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.34,NA,0.17,"https://doi.org/10.1007/s13157-021-01460-3",9,"0-15cm",NA,"Observed",34.34,NA,"-42.8995_147.9012"
"P2407","Gallagher et al 2021","JBG 34a","Hildyards Point","34a","Salt marsh",-42.8577,147.8405,"direct from dataset",1,"Australia",2018,NA,0,0.11,"EA","Core-level",17.85,0.24,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.85,NA,0.24,"https://doi.org/10.1007/s13157-021-01460-3",5.5,"0-15cm",NA,"Observed",17.85,NA,"-42.8577_147.8405"
"P2408","Gallagher et al 2021","JBG 34b","Hildyards Point","34b","Salt marsh",-42.8577,147.8408,"direct from dataset",1,"Australia",2018,NA,0,0.05,"EA","Core-level",14.12,0.84,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.12,NA,0.84,"https://doi.org/10.1007/s13157-021-01460-3",2.5,"0-15cm",NA,"Observed",14.12,NA,"-42.8577_147.8408"
"P2409","Gallagher et al 2021","JBG 34c","Hildyards Point","34c","Salt marsh",-42.8581,147.8414,"direct from dataset",1,"Australia",2018,NA,0,0.05,"EA","Core-level",7.96,0.46,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96,NA,0.46,"https://doi.org/10.1007/s13157-021-01460-3",2.5,"0-15cm",NA,"Observed",7.96,NA,"-42.8581_147.8414"
"P2410","Gallagher et al 2021","JBG 34d","Hildyards Point","34d","Salt marsh",-42.8592,147.8421,"direct from dataset",1,"Australia",2018,NA,0,0.13,"EA","Core-level",12.93,0.26,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93,NA,0.26,"https://doi.org/10.1007/s13157-021-01460-3",6.5,"0-15cm",NA,"Observed",12.93,NA,"-42.8592_147.8421"
"P2411","Gallagher et al 2021","JBG 34e","Hildyards Point","34e","Salt marsh",-42.8599,147.8426,"direct from dataset",1,"Australia",2018,NA,0,0.22,"EA","Core-level",3.62,0.34,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,NA,0.34,"https://doi.org/10.1007/s13157-021-01460-3",11,"0-15cm",NA,"Observed",3.62,NA,"-42.8599_147.8426"
"P2412","Gallagher et al 2021","JBG 75a","King George Sound","75a","Salt marsh",-42.9358,147.8577,"direct from dataset",1,"Australia",2018,NA,0,0.11,"EA","Core-level",7.1,0.66,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,0.66,"https://doi.org/10.1007/s13157-021-01460-3",5.5,"0-15cm",NA,"Observed",7.1,NA,"-42.9358_147.8577"
"P2413","Gallagher et al 2021","JBG 75b","King George Sound","75b","Salt marsh",-42.9359,147.8578,"direct from dataset",1,"Australia",2018,NA,0,0.1,"EA","Core-level",7.81,0.8,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81,NA,0.8,"https://doi.org/10.1007/s13157-021-01460-3",5,"0-15cm",NA,"Observed",7.81,NA,"-42.9359_147.8578"
"P2414","Gallagher et al 2021","JBG 75c","King George Sound","75c","Salt marsh",-42.9375,147.8595,"direct from dataset",1,"Australia",2018,NA,0,0.12,"EA","Core-level",19.74,0.26,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.74,NA,0.26,"https://doi.org/10.1007/s13157-021-01460-3",6,"0-15cm",NA,"Observed",19.74,NA,"-42.9375_147.8595"
"P2415","Gallagher et al 2021","JBG 75d","King George Sound","75d","Salt marsh",-42.9389,147.8597,"direct from dataset",1,"Australia",2018,NA,0,0.18,"EA","Core-level",15.41,0.56,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.41,NA,0.56,"https://doi.org/10.1007/s13157-021-01460-3",9,"0-15cm",NA,"Observed",15.41,NA,"-42.9389_147.8597"
"P2416","Gallagher et al 2021","JBG 30a","Sedbury Creek","30a","Salt marsh",-42.82,147.8643,"direct from dataset",1,"Australia",2018,NA,0,0.3,"EA","Core-level",18.63,0.19,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.63,NA,0.19,"https://doi.org/10.1007/s13157-021-01460-3",15,"0-15cm",NA,"Observed",18.63,NA,"-42.82_147.8643"
"P2417","Gallagher et al 2021","JBG 30b","Sedbury Creek","30b","Salt marsh",-42.8198,147.8643,"direct from dataset",1,"Australia",2018,NA,0,0.3,"EA","Core-level",18.79,0.2,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.79,NA,0.2,"https://doi.org/10.1007/s13157-021-01460-3",15,"0-15cm",NA,"Observed",18.79,NA,"-42.8198_147.8643"
"P2418","Gallagher et al 2021","JBG 30c","Sedbury Creek","30c","Salt marsh",-42.8197,147.8631,"direct from dataset",1,"Australia",2018,NA,0,0.3,"EA","Core-level",3.61,0.23,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61,NA,0.23,"https://doi.org/10.1007/s13157-021-01460-3",15,"0-15cm",NA,"Observed",3.61,NA,"-42.8197_147.8631"
"P2419","Gallagher et al 2021","JBG 30d","Sedbury Creek","30d","Salt marsh",-42.8198,147.8625,"direct from dataset",1,"Australia",2018,NA,0,0.3,"EA","Core-level",16.48,0.2,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.48,NA,0.2,"https://doi.org/10.1007/s13157-021-01460-3",15,"0-15cm",NA,"Observed",16.48,NA,"-42.8198_147.8625"
"P2420","Gallagher et al 2021","JBG 81a","Swan Lagoon","81a","Salt marsh",-42.8811,147.9316,"direct from dataset",1,"Australia",2018,NA,0,0.15,"EA","Core-level",17.04,0.32,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.04,NA,0.32,"https://doi.org/10.1007/s13157-021-01460-3",7.5,"0-15cm",NA,"Observed",17.04,NA,"-42.8811_147.9316"
"P2421","Gallagher et al 2021","JBG 81b","Swan Lagoon","81b","Salt marsh",-42.8807,147.933,"direct from dataset",1,"Australia",2018,NA,0,0.13,"EA","Core-level",18.06,0.4,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.06,NA,0.4,"https://doi.org/10.1007/s13157-021-01460-3",6.5,"0-15cm",NA,"Observed",18.06,NA,"-42.8807_147.933"
"P2422","Gallagher et al 2021","JBG 81c","Swan Lagoon","81c","Salt marsh",-42.8804,147.9356,"direct from dataset",1,"Australia",2018,NA,0,0.09,"EA","Core-level",4,0.75,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.75,"https://doi.org/10.1007/s13157-021-01460-3",4.5,"0-15cm",NA,"Observed",4,NA,"-42.8804_147.9356"
"P2423","Gallagher et al 2021","JBG 81d","Swan Lagoon","81d","Salt marsh",-42.8801,147.9367,"direct from dataset",1,"Australia",2018,NA,0,0.1,"EA","Core-level",18.52,0.44,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.52,NA,0.44,"https://doi.org/10.1007/s13157-021-01460-3",5,"0-15cm",NA,"Observed",18.52,NA,"-42.8801_147.9367"
"P2424","Gallagher et al 2021","JBG 81e","Swan Lagoon","81e","Salt marsh",-42.8813,147.9322,"direct from dataset",1,"Australia",2018,NA,0,0.18,"EA","Core-level",12.01,0.61,NA,NA,NA,NA,NA,"Gallagher et al 2021",NA,NA,NA,"Post-fires, input of black carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01,NA,0.61,"https://doi.org/10.1007/s13157-021-01460-3",9,"0-15cm",NA,"Observed",12.01,NA,"-42.8813_147.9322"
"P2425","Gispert et al 2020","MG La Pletera 2020 2","La Pletera","La Pletera 2020 2","Saltmarsh",42.03111,3.189722,"direct from dataset",1,"Spain",2015,NA,0.05,0.2,"Walkley Black","Site-level",NA,NA,NA,NA,NA,NA,"OC = OM/1,724","Gispert et al 2020",NA,NA,NA,NA,NA,15,2.56,NA,1.49,0.07,NA,1.25,NA,NA,1.49,2.56,1.25,"https://doi.org/10.1016/j.catena.2019.104331",12.5,"0-15cm",1.0548141337288,"Observed",1.49,NA,"42.03111_3.189722"
"P2426","Gispert et al 2020","MG La Pletera 2020 4","La Pletera","La Pletera 2020 4","Saltmarsh",42.03306,3.191389,"direct from dataset",1,"Spain",2015,NA,0,0.05,"Walkley Black","Site-level",NA,NA,NA,NA,NA,NA,"OC = OM/1,724","Gispert et al 2020",NA,NA,NA,NA,NA,15,1.02,NA,0.44,0.09,NA,1.3,NA,NA,0.44,1.02,1.3,"https://doi.org/10.1016/j.catena.2019.104331",2.5,"0-15cm",0.419205003377098,"Observed",0.44,NA,"42.03306_3.191389"
"P2427","Gispert et al 2020","MG La Pletera 2020 5","La Pletera","La Pletera 2020 5","Saltmarsh",42.03333,3.192222,"direct from dataset",1,"Spain",2015,NA,0.05,0.2,"Walkley Black","Site-level",NA,NA,NA,NA,NA,NA,"OC = OM/1,724","Gispert et al 2020",NA,NA,NA,NA,NA,15,1.4,NA,0.37,0.28,NA,1.34,NA,NA,0.37,1.4,1.34,"https://doi.org/10.1016/j.catena.2019.104331",12.5,"0-15cm",0.575742652720419,"Observed",0.37,NA,"42.03333_3.192222"
"P2428","Gispert et al 2020","MG La Pletera 2020 6","La Pletera","La Pletera 2020 6","Saltmarsh",42.03528,3.191944,"direct from dataset",1,"Spain",2015,NA,0.2,0.4,"Walkley Black","Site-level",NA,NA,NA,NA,NA,NA,"OC = OM/1,724","Gispert et al 2020",NA,NA,NA,NA,NA,15,0.39,NA,0.196,0.14,NA,1.4,NA,NA,0.196,0.39,1.4,"https://doi.org/10.1016/j.catena.2019.104331",30,"30-50cm",0.160116508170167,"Observed",0.196,NA,"42.03528_3.191944"
"P2429","Gispert et al 2021","MG La Pletera 2021 3","La Pletera","La Pletera 2021 3","Saltmarsh",42.03056,3.192778,"direct from dataset",1,"Spain",2018,NA,0,0.05,"Walkley Black","Site-level",NA,NA,NA,NA,NA,NA,"OC = OM/1,724","Gispert et al 2021",NA,NA,NA,NA,NA,15,2.74,NA,1.71,0.58,NA,1.27,NA,NA,1.71,2.74,1.27,"https://doi.org/10.1016/j.ecss.2021.107240",2.5,"0-15cm",1.12931749715559,"Observed",1.71,NA,"42.03056_3.192778"
"P2430","Gispert et al 2021","MG La Pletera 2021 4","La Pletera","La Pletera 2021 4","Saltmarsh",42.02833,3.193611,"direct from dataset",1,"Spain",2018,NA,0.05,0.2,"Walkley Black","Site-level",NA,NA,NA,NA,NA,NA,"OC = OM/1,724","Gispert et al 2021",NA,NA,NA,NA,NA,15,1.15,NA,0.66,0.23,NA,1.34,NA,NA,0.66,1.15,1.34,"https://doi.org/10.1016/j.ecss.2021.107240",12.5,"0-15cm",0.472735166911062,"Observed",0.66,NA,"42.02833_3.193611"
"P2431","Gonzalez-Alcaraz et al 2012","MNGA El Carmoli Plot 1 Rep 1","El Carmoli","Plot 1 Rep 1","Salt marsh",37.69672,-0.8566818,"direct from dataset",1,"Spain",2005,NA,0,0.1,"EA","Core-level",NA,NA,NA,NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2012",NA,NA,NA,NA,NA,NA,NA,NA,1.456333,0.6320541,NA,0.9333333,NA,NA,1.456333,NA,0.9333333,"https://doi.org/10.1016/j.geoderma.2012.03.019",5,"0-15cm",NA,"Observed",1.456333,NA,"37.69672_-0.8566818"
"P2432","Gonzalez-Alcaraz et al 2012","MNGA El Carmoli Plot 2 Rep 1","El Carmoli","Plot 2 Rep 1","Salt marsh",37.69963,-0.8608683,"direct from dataset",1,"Spain",2005,NA,0,0.1,"EA","Core-level",NA,NA,NA,NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2012",NA,NA,NA,NA,NA,NA,NA,NA,1.264667,0.7656189,NA,1.106667,NA,NA,1.264667,NA,1.106667,"https://doi.org/10.1016/j.geoderma.2012.03.019",5,"0-15cm",NA,"Observed",1.264667,NA,"37.69963_-0.8608683"
"P2433","Gonzalez-Alcaraz et al 2015","MNGA Agua Amarga 1","Agua Amarga",NA,"Salt marsh",38.29806,-0.5209442,"direct from dataset",1,"Spain",2012,NA,0,0.2,"oxidation with potassium dichromate","Core-level",1.254,1.82,"1",NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.254,NA,1.82,"https://doi.org/10.1016/j.catena.2014.11.012",10,"0-15cm",NA,"Observed",1.254,NA,"38.29806_-0.5209442"
"P2434","Gonzalez-Alcaraz et al 2015","MNGA Agua Amarga 2","Agua Amarga",NA,"Salt marsh",38.28931,-0.522425,"direct from dataset",1,"Spain",2012,NA,0,0.2,"oxidation with potassium dichromate","Core-level",2.323,1.58,"2",NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.323,NA,1.58,"https://doi.org/10.1016/j.catena.2014.11.012",10,"0-15cm",NA,"Observed",2.323,NA,"38.28931_-0.522425"
"P2435","Gonzalez-Alcaraz et al 2015","MNGA Agua Amarga 3","Agua Amarga",NA,"Salt marsh",38.28797,-0.5226187,"direct from dataset",1,"Spain",2012,NA,0,0.2,"oxidation with potassium dichromate","Core-level",2.479,1.41,"3",NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.479,NA,1.41,"https://doi.org/10.1016/j.catena.2014.11.012",10,"0-15cm",NA,"Observed",2.479,NA,"38.28797_-0.5226187"
"P2436","Gonzalez-Alcaraz et al 2015","MNGA Agua Amarga 4","Agua Amarga",NA,"Salt marsh",38.29099,-0.5212645,"direct from dataset",1,"Spain",2012,NA,0,0.2,"oxidation with potassium dichromate","Core-level",1.77,1.56,"4",NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,1.56,"https://doi.org/10.1016/j.catena.2014.11.012",10,"0-15cm",NA,"Observed",1.77,NA,"38.29099_-0.5212645"
"P2437","Gonzalez-Alcaraz et al 2015","MNGA Agua Amarga 5","Agua Amarga",NA,"Salt marsh",38.29857,-0.5212289,"direct from dataset",1,"Spain",2012,NA,0,0.2,"oxidation with potassium dichromate","Core-level",0.824,2.09,"5",NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA,2.09,"https://doi.org/10.1016/j.catena.2014.11.012",10,"0-15cm",NA,"Observed",0.824,NA,"38.29857_-0.5212289"
"P2438","Gonzalez-Alcaraz et al 2015","MNGA Agua Amarga 6","Agua Amarga",NA,"Salt marsh",38.28893,-0.5229746,"direct from dataset",1,"Spain",2012,NA,0,0.2,"oxidation with potassium dichromate","Core-level",2.211,1.81,"6",NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.211,NA,1.81,"https://doi.org/10.1016/j.catena.2014.11.012",10,"0-15cm",NA,"Observed",2.211,NA,"38.28893_-0.5229746"
"P2439","Gonzalez-Alcaraz et al 2015","MNGA Agua Amarga 7","Agua Amarga",NA,"Salt marsh",38.28852,-0.521955,"direct from dataset",1,"Spain",2012,NA,0,0.2,"oxidation with potassium dichromate","Core-level",2.21,1.54,"7",NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,NA,1.54,"https://doi.org/10.1016/j.catena.2014.11.012",10,"0-15cm",NA,"Observed",2.21,NA,"38.28852_-0.521955"
"P2440","Gonzalez-Alcaraz et al 2015","MNGA Agua Amarga 8","Agua Amarga",NA,"Salt marsh",38.28744,-0.5221541,"direct from dataset",1,"Spain",2012,NA,0,0.2,"oxidation with potassium dichromate","Core-level",2.106,1.35,"8",NA,NA,NA,NA,"Gonzalez-Alcaraz et al 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.106,NA,1.35,"https://doi.org/10.1016/j.catena.2014.11.012",10,"0-15cm",NA,"Observed",2.106,NA,"38.28744_-0.5221541"
