system:index,saltmarsh,.geo
268,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.804740758368304,-17.808067445092778]}"
269,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.61351434794112,33.56972775719708]}"
270,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.34661699453014,52.09640251382127]}"
271,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.7887703095029974,46.553437884690176]}"
272,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.449694538111306,44.82355214206121]}"
273,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.04425068632997,58.46752400338215]}"
274,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.14005187610977,25.66733803432606]}"
275,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.316352918019,52.089665149190374]}"
276,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.58958091302011,18.495009142858976]}"
277,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.03712742791493,49.31467940501676]}"
278,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.45286482123221,39.45656747708913]}"
279,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.91461006798596,56.435534830703794]}"
280,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.10063539832895,40.788948706495205]}"
281,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.46030584918023,18.865025208387806]}"
282,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.21854010642394,55.23089403469952]}"
283,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.18749002952237,46.462348714880456]}"
284,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.23834547727586,-34.58545284895102]}"
285,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.616995784160554,43.031952139413235]}"
286,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.498673938396461,53.33203518712767]}"
287,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.24520634751674,31.65227378324396]}"
288,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.467187548677764,46.21333571812252]}"
289,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.2300048679791,-36.19325754446814]}"
290,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.278658228188183,34.389530285484554]}"
291,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.75159163550077,42.65681567676492]}"
292,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.3700767462912,52.91916948254634]}"
293,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.55853745255301,-33.88234147607067]}"
294,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.466442716823977,54.6272261637712]}"
295,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.30834165701555,52.62164746044595]}"
296,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[130.68156255776748,42.46008462954275]}"
297,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.56239982023072,56.687781762484555]}"
298,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.72317995896071,47.6599826516686]}"
299,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.99767639803191,57.24752201601943]}"
300,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.47449300227885,29.906757354671317]}"
301,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.7823019494807,59.02510830023514]}"
302,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.75451656151031,59.90231317517785]}"
303,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.38813619171924,48.28440160566008]}"
304,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.905758405186467,36.98422415213538]}"
305,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6923390329597,29.341627209431728]}"
306,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.280602889884285,-38.82999256641576]}"
307,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.31273805153789,45.26148084306948]}"
308,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.46966954543572,28.8686642123428]}"
309,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.16336067656975,51.52076207975748]}"
310,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.73857355833611,-33.7351974325319]}"
311,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.88091828250563,18.681229901256952]}"
312,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.90970261996088,-33.54170032033255]}"
313,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.28202063114685,25.645508972921956]}"
314,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.03657802411614,29.826178473685797]}"
315,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.913654431123017,53.38997652295338]}"
316,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.75411149257815,47.392374528529395]}"
317,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.748388944362897,46.559097270980125]}"
318,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.10763018880814,29.269672155173755]}"
319,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.64155219943397,13.430936391691997]}"
320,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.26815290168983,41.6254598990673]}"
321,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-9.571773931114532,53.31775197411017]}"
322,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.98611061423203,45.32589004894085]}"
323,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.003722168082625,45.92740196318728]}"
324,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[154.25182847708072,59.42476877013991]}"
325,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.35138721409967,52.092090600457496]}"
326,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.59509100211758,32.99597378522994]}"
327,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.9811016539856,31.923924325161703]}"
328,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-164.0552330042055,59.96968682148682]}"
329,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.8219884118234,-17.884873401884995]}"
330,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.2746740090091,-38.82325520178487]}"
331,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.97856972817128,17.132983509076958]}"
332,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.25863825413325,-31.789985516299485]}"
333,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.96516526724588,43.333786074877395]}"
334,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.85020796852568,51.941173632725416]}"
335,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.7482517159073555,40.638031738763125]}"
336,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.20456755652835,30.25979526133029]}"
337,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.1335823519555,29.151903021425685]}"
338,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.91800040661236,29.87091457483495]}"
339,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.81945483190046,-26.596824858804528]}"
340,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.18741265477489,39.703155022579935]}"
341,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01388558757411,6.393354792842841]}"
342,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.78671537506584,29.194752660478187]}"
343,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.40002850557182,-30.85106638133776]}"
344,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.012249934891294,59.582153607917654]}"
345,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42392242606478,29.394448148137954]}"
346,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-156.72902270456873,59.01459801141094]}"
347,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.87384280906173,32.53082613111285]}"
348,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.24595828578161,-1.4168677818775155]}"
349,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.77580332552671,-3.2674870986921416]}"
350,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.30869728686797,-36.18059129896206]}"
351,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1580838758467,52.585535186024345]}"
352,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.60516001579882,33.53442396653118]}"
353,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.72873452481208,29.929125405245895]}"
354,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.07818335657243,41.62087849111829]}"
355,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.11559317486385,15.29745588903554]}"
356,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.47498040828434,-35.01933913118075]}"
357,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.304545085324996,46.17156405741096]}"
358,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89671033437872,29.925082986467356]}"
359,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.48838486920975,54.322966777039916]}"
360,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.81749264916495,59.2277682283325]}"
361,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.26525376726278,-1.7868838474063464]}"
362,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.60316377093773,28.75682395946992]}"
363,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.005363273067917,51.79268211626046]}"
364,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.893201942444815,47.07787434755915]}"
365,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.77711128402484,46.67201550219395]}"
366,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-58.23575866007931,-33.07170176368122]}"
367,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.839629065473716,46.573649978582864]}"
368,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.380149558166284,36.98745808715821]}"
369,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.04257055689325,-0.8662903442406606]}"
370,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.71706392057362,37.999679749304086]}"
371,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.233733315418505,53.404798725141355]}"
372,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.152752673718055,45.98561279359822]}"
373,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3132545573431,18.494470153688503]}"
374,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.83499607435972,29.736706271387494]}"
375,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.35538681023293,-31.80723316975458]}"
376,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.12514733684847,29.243261685820638]}"
377,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.2072811875521,56.7211990910538]}"
378,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.64360664389451,58.947763354272446]}"
379,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.39989623944213,31.382779198008105]}"
380,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.93986187603343,57.281478333759146]}"
381,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.23849642857695,55.90813392739722]}"
382,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.37795739527358,-36.05042541429314]}"
383,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.86093947698737,-38.6205952736875]}"
384,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.15453596948474,29.727543455489474]}"
385,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21396366080077,59.390273463229725]}"
386,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[139.80314578424552,-37.22623028967718]}"
387,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.68884932619717,29.7765914700024]}"
388,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-133.02616544931945,56.83519530060857]}"
389,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.06460546098067,29.609235332570933]}"
390,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.4924206715538184,47.30155485330491]}"
391,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.18808556418368,45.10274853236556]}"
392,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43728026615105,49.40927200443454]}"
393,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80562116456902,18.346517626394018]}"
394,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.9682208052765,29.80003749891792]}"
395,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.26659082556064,54.02167183074623]}"
396,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.88820670504394,52.98600413968483]}"
397,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.7968310095862,41.66884852729027]}"
398,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.00614761934975,45.96459221594983]}"
399,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.40847558941577,46.54831748757069]}"
400,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.42633415448634,55.99679764593982]}"
401,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.2922872169683,55.153549088736824]}"
402,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.45481989755663,29.842617643385186]}"
403,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.51607419726126,58.366463533918704]}"
404,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.95261591091531,21.60632412940694]}"
405,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.32208967905643,47.20696225388713]}"
406,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.663323061238632,46.495496548864466]}"
407,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.49161715012396,46.06322723414615]}"
408,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.38795779472703,55.17106623677716]}"
409,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.29844607800068,58.60281028517055]}"
410,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.64427459097745,29.435411325093806]}"
411,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.990475764869405,44.74054780980857]}"
412,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.89588812777747,56.84166317065423]}"
413,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.10439625378531,57.23485577051334]}"
414,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.84066752938661,39.165513325034404]}"
415,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.97986727204108,59.37248682060416]}"
416,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[139.812847589314,-37.20332324993213]}"
417,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.39643232426211,19.721479000267358]}"
418,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.4669608767378,29.58282486321782]}"
419,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[158.35218859144427,58.00183736009459]}"
420,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.09369715334059,30.215867643936846]}"
421,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[158.47912054109037,53.07547634198313]}"
422,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.93138073006389,19.074422501116068]}"
423,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.29000940878505,35.355398878969865]}"
424,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.094651626071546,-39.50750195369871]}"
425,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.21584516057159,30.10618334774585]}"
426,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.35299045876553,20.96950842449461]}"
427,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.29174822779784,55.161903420879135]}"
428,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.604856459088005,-19.829546328946936]}"
429,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.70939622068565,-53.10161731675101]}"
430,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.21020445945302,-38.08726548950574]}"
431,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.52531224382153,56.30644692437582]}"
432,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.69687927237203,52.492829048703214]}"
433,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.816936628931686,-31.872450859381654]}"
434,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.8178082746127,59.815535918731904]}"
435,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.809576283948376,54.163695477165525]}"
