FID,Point_ID,BUFF_DIST,KEEP
665,P666,10000.000000000000000,1
666,P667,10000.000000000000000,1
667,P668,10000.000000000000000,1
668,P669,10000.000000000000000,1
669,P670,10000.000000000000000,1
670,P671,10000.000000000000000,1
671,P672,10000.000000000000000,1
672,P673,10000.000000000000000,1
673,P674,10000.000000000000000,1
674,P675,10000.000000000000000,1
675,P676,10000.000000000000000,1
676,P677,10000.000000000000000,1
677,P678,10000.000000000000000,1
678,P679,10000.000000000000000,1
679,P680,10000.000000000000000,1
680,P681,10000.000000000000000,1
681,P682,10000.000000000000000,1
682,P683,10000.000000000000000,1
683,P684,10000.000000000000000,1
684,P685,10000.000000000000000,1
685,P686,10000.000000000000000,1
686,P687,10000.000000000000000,1
687,P688,10000.000000000000000,1
688,P689,10000.000000000000000,1
689,P690,10000.000000000000000,1
690,P691,10000.000000000000000,1
691,P692,10000.000000000000000,1
692,P693,10000.000000000000000,1
693,P694,10000.000000000000000,1
694,P695,10000.000000000000000,1
695,P696,10000.000000000000000,1
696,P697,10000.000000000000000,1
697,P698,10000.000000000000000,1
698,P699,10000.000000000000000,1
699,P700,10000.000000000000000,1
700,P701,10000.000000000000000,1
701,P702,10000.000000000000000,1
702,P703,10000.000000000000000,1
703,P704,10000.000000000000000,1
704,P705,10000.000000000000000,1
705,P706,10000.000000000000000,1
706,P707,10000.000000000000000,1
707,P708,10000.000000000000000,1
708,P709,10000.000000000000000,1
709,P710,10000.000000000000000,1
710,P711,10000.000000000000000,1
711,P712,10000.000000000000000,1
712,P713,10000.000000000000000,1
713,P714,10000.000000000000000,1
714,P715,10000.000000000000000,1
715,P716,10000.000000000000000,1
716,P717,10000.000000000000000,1
717,P718,10000.000000000000000,1
718,P719,10000.000000000000000,1
719,P720,10000.000000000000000,1
720,P721,10000.000000000000000,1
721,P722,10000.000000000000000,1
722,P723,10000.000000000000000,1
723,P724,10000.000000000000000,1
724,P725,10000.000000000000000,1
725,P726,10000.000000000000000,1
726,P727,10000.000000000000000,1
727,P728,10000.000000000000000,1
728,P729,10000.000000000000000,1
729,P730,10000.000000000000000,1
730,P731,10000.000000000000000,1
731,P732,10000.000000000000000,1
732,P733,10000.000000000000000,1
733,P734,10000.000000000000000,1
734,P735,10000.000000000000000,1
735,P736,10000.000000000000000,1
736,P737,10000.000000000000000,1
737,P738,10000.000000000000000,1
738,P739,10000.000000000000000,1
739,P740,10000.000000000000000,1
740,P741,10000.000000000000000,1
741,P742,10000.000000000000000,1
742,P743,10000.000000000000000,1
743,P744,10000.000000000000000,1
744,P745,10000.000000000000000,1
745,P746,10000.000000000000000,1
746,P747,10000.000000000000000,1
747,P748,10000.000000000000000,1
748,P749,10000.000000000000000,1
749,P750,10000.000000000000000,1
750,P751,10000.000000000000000,1
751,P752,10000.000000000000000,1
752,P753,10000.000000000000000,1
753,P754,10000.000000000000000,1
754,P755,10000.000000000000000,1
755,P756,10000.000000000000000,1
756,P757,10000.000000000000000,1
757,P758,10000.000000000000000,1
758,P759,10000.000000000000000,1
759,P760,10000.000000000000000,1
760,P761,10000.000000000000000,1
761,P762,10000.000000000000000,1
762,P763,10000.000000000000000,1
763,P764,10000.000000000000000,1
764,P765,10000.000000000000000,1
765,P766,10000.000000000000000,1
766,P767,10000.000000000000000,1
767,P768,10000.000000000000000,1
768,P769,10000.000000000000000,1
769,P770,10000.000000000000000,1
770,P771,10000.000000000000000,1
771,P772,10000.000000000000000,1
772,P773,10000.000000000000000,1
773,P774,10000.000000000000000,1
774,P775,10000.000000000000000,1
775,P776,10000.000000000000000,1
776,P777,10000.000000000000000,1
777,P778,10000.000000000000000,1
778,P779,10000.000000000000000,1
779,P780,10000.000000000000000,1
780,P781,10000.000000000000000,1
781,P782,10000.000000000000000,1
782,P783,10000.000000000000000,1
783,P784,10000.000000000000000,1
784,P785,10000.000000000000000,1
785,P786,10000.000000000000000,1
786,P787,10000.000000000000000,1
787,P788,10000.000000000000000,1
788,P789,10000.000000000000000,1
789,P790,10000.000000000000000,1
790,P791,10000.000000000000000,1
791,P792,10000.000000000000000,1
792,P793,10000.000000000000000,1
793,P794,10000.000000000000000,1
794,P795,10000.000000000000000,1
795,P796,10000.000000000000000,1
796,P797,10000.000000000000000,1
797,P798,10000.000000000000000,1
798,P799,10000.000000000000000,1
799,P800,10000.000000000000000,1
800,P801,10000.000000000000000,1
801,P802,10000.000000000000000,1
802,P803,10000.000000000000000,1
803,P804,10000.000000000000000,1
804,P805,10000.000000000000000,1
805,P806,10000.000000000000000,1
806,P807,10000.000000000000000,1
807,P808,10000.000000000000000,1
808,P809,10000.000000000000000,1
809,P810,10000.000000000000000,1
810,P811,10000.000000000000000,1
811,P812,10000.000000000000000,1
812,P813,10000.000000000000000,1
813,P814,10000.000000000000000,1
814,P815,10000.000000000000000,1
815,P816,10000.000000000000000,1
816,P817,10000.000000000000000,1
817,P818,10000.000000000000000,1
818,P819,10000.000000000000000,1
819,P820,10000.000000000000000,1
820,P821,10000.000000000000000,1
821,P822,10000.000000000000000,1
822,P823,10000.000000000000000,1
823,P824,10000.000000000000000,1
824,P825,10000.000000000000000,1
825,P826,10000.000000000000000,1
826,P827,10000.000000000000000,1
827,P828,10000.000000000000000,1
828,P829,10000.000000000000000,1
829,P830,10000.000000000000000,1
830,P831,10000.000000000000000,1
831,P832,10000.000000000000000,1
832,P833,10000.000000000000000,1
833,P834,10000.000000000000000,1
834,P835,10000.000000000000000,1
835,P836,10000.000000000000000,1
836,P837,10000.000000000000000,1
837,P838,10000.000000000000000,1
838,P839,10000.000000000000000,1
839,P840,10000.000000000000000,1
840,P841,10000.000000000000000,1
841,P842,10000.000000000000000,1
842,P843,10000.000000000000000,1
843,P844,10000.000000000000000,1
844,P845,10000.000000000000000,1
845,P846,10000.000000000000000,1
846,P847,10000.000000000000000,1
847,P848,10000.000000000000000,1
848,P849,10000.000000000000000,1
849,P850,10000.000000000000000,1
850,P851,10000.000000000000000,1
851,P852,10000.000000000000000,1
852,P853,10000.000000000000000,1
853,P854,10000.000000000000000,1
854,P855,10000.000000000000000,1
855,P856,10000.000000000000000,1
856,P857,10000.000000000000000,1
857,P858,10000.000000000000000,1
858,P859,10000.000000000000000,1
859,P860,10000.000000000000000,1
860,P861,10000.000000000000000,1
861,P862,10000.000000000000000,1
862,P863,10000.000000000000000,1
863,P864,10000.000000000000000,1
864,P865,10000.000000000000000,1
865,P866,10000.000000000000000,1
866,P867,10000.000000000000000,1
867,P868,10000.000000000000000,1
868,P869,10000.000000000000000,1
