FID,Point_ID,BUFF_DIST,KEEP
0,P1,5000.000000000000000,0
1,P2,5000.000000000000000,0
2,P3,5000.000000000000000,0
3,P4,5000.000000000000000,0
4,P5,5000.000000000000000,0
5,P6,5000.000000000000000,0
6,P7,5000.000000000000000,1
7,P8,5000.000000000000000,1
8,P9,5000.000000000000000,1
9,P10,5000.000000000000000,1
10,P11,5000.000000000000000,1
11,P12,5000.000000000000000,1
12,P13,5000.000000000000000,1
13,P14,5000.000000000000000,1
14,P15,5000.000000000000000,1
15,P16,5000.000000000000000,1
16,P17,5000.000000000000000,1
17,P18,5000.000000000000000,1
18,P19,5000.000000000000000,1
19,P20,5000.000000000000000,1
20,P21,5000.000000000000000,1
21,P22,5000.000000000000000,1
22,P23,5000.000000000000000,1
23,P24,5000.000000000000000,1
24,P25,5000.000000000000000,1
25,P26,5000.000000000000000,1
26,P27,5000.000000000000000,1
27,P28,5000.000000000000000,1
28,P29,5000.000000000000000,1
29,P30,5000.000000000000000,1
30,P31,5000.000000000000000,1
31,P32,5000.000000000000000,1
32,P33,5000.000000000000000,1
33,P34,5000.000000000000000,1
34,P35,5000.000000000000000,1
35,P36,5000.000000000000000,1
36,P37,5000.000000000000000,1
37,P38,5000.000000000000000,1
38,P39,5000.000000000000000,1
39,P40,5000.000000000000000,1
40,P41,5000.000000000000000,1
41,P42,5000.000000000000000,1
42,P43,5000.000000000000000,1
43,P44,5000.000000000000000,1
44,P45,5000.000000000000000,1
45,P46,5000.000000000000000,1
46,P47,5000.000000000000000,1
47,P48,5000.000000000000000,1
48,P49,5000.000000000000000,1
49,P50,5000.000000000000000,1
50,P51,5000.000000000000000,1
51,P52,5000.000000000000000,1
52,P53,5000.000000000000000,1
53,P54,5000.000000000000000,1
54,P55,5000.000000000000000,1
55,P56,5000.000000000000000,1
56,P57,5000.000000000000000,1
57,P58,5000.000000000000000,1
58,P59,5000.000000000000000,1
59,P60,5000.000000000000000,1
60,P61,5000.000000000000000,1
61,P62,5000.000000000000000,1
62,P63,5000.000000000000000,1
63,P64,5000.000000000000000,1
64,P65,5000.000000000000000,1
65,P66,5000.000000000000000,1
66,P67,5000.000000000000000,1
67,P68,5000.000000000000000,1
68,P69,5000.000000000000000,1
69,P70,5000.000000000000000,1
70,P71,5000.000000000000000,1
71,P72,5000.000000000000000,1
72,P73,5000.000000000000000,1
73,P74,5000.000000000000000,1
74,P75,5000.000000000000000,1
75,P76,5000.000000000000000,1
76,P77,5000.000000000000000,1
77,P78,5000.000000000000000,1
78,P79,5000.000000000000000,1
79,P80,5000.000000000000000,1
80,P81,5000.000000000000000,1
81,P82,5000.000000000000000,1
82,P83,5000.000000000000000,1
83,P84,5000.000000000000000,1
84,P85,5000.000000000000000,1
85,P86,5000.000000000000000,1
86,P87,5000.000000000000000,1
87,P88,5000.000000000000000,1
88,P89,5000.000000000000000,1
89,P90,5000.000000000000000,0
90,P91,5000.000000000000000,0
91,P92,5000.000000000000000,1
92,P93,5000.000000000000000,1
93,P94,5000.000000000000000,1
94,P95,5000.000000000000000,1
95,P96,5000.000000000000000,1
96,P97,5000.000000000000000,1
97,P98,5000.000000000000000,1
98,P99,5000.000000000000000,0
99,P100,5000.000000000000000,0
100,P101,5000.000000000000000,1
101,P102,5000.000000000000000,1
102,P103,5000.000000000000000,1
103,P104,5000.000000000000000,1
104,P105,5000.000000000000000,1
105,P106,5000.000000000000000,1
106,P107,5000.000000000000000,1
107,P108,5000.000000000000000,1
108,P109,5000.000000000000000,1
109,P110,5000.000000000000000,1
110,P111,5000.000000000000000,1
111,P112,5000.000000000000000,1
112,P113,5000.000000000000000,1
113,P114,5000.000000000000000,1
114,P115,5000.000000000000000,1
115,P116,5000.000000000000000,1
116,P117,5000.000000000000000,1
117,P118,5000.000000000000000,1
118,P119,5000.000000000000000,1
119,P120,5000.000000000000000,1
120,P121,5000.000000000000000,1
121,P122,5000.000000000000000,1
122,P123,5000.000000000000000,1
123,P124,5000.000000000000000,1
124,P125,5000.000000000000000,1
125,P126,5000.000000000000000,1
126,P127,5000.000000000000000,1
127,P128,5000.000000000000000,1
128,P129,5000.000000000000000,1
129,P130,5000.000000000000000,1
130,P131,5000.000000000000000,1
131,P132,5000.000000000000000,1
132,P133,5000.000000000000000,1
133,P134,5000.000000000000000,1
134,P135,5000.000000000000000,1
135,P136,5000.000000000000000,1
136,P137,5000.000000000000000,1
137,P138,5000.000000000000000,1
138,P139,5000.000000000000000,1
139,P140,5000.000000000000000,1
140,P141,5000.000000000000000,1
141,P142,5000.000000000000000,1
142,P143,5000.000000000000000,1
143,P144,5000.000000000000000,1
144,P145,5000.000000000000000,1
145,P146,5000.000000000000000,1
146,P147,5000.000000000000000,1
147,P148,5000.000000000000000,1
148,P149,5000.000000000000000,1
149,P150,5000.000000000000000,1
150,P151,5000.000000000000000,1
151,P152,5000.000000000000000,1
152,P153,5000.000000000000000,1
153,P154,5000.000000000000000,1
154,P155,5000.000000000000000,1
155,P156,5000.000000000000000,1
156,P157,5000.000000000000000,1
157,P158,5000.000000000000000,1
158,P159,5000.000000000000000,1
159,P160,5000.000000000000000,1
160,P161,5000.000000000000000,1
161,P162,5000.000000000000000,1
162,P163,5000.000000000000000,1
163,P164,5000.000000000000000,1
164,P165,5000.000000000000000,1
165,P166,5000.000000000000000,1
166,P167,5000.000000000000000,1
167,P168,5000.000000000000000,1
168,P169,5000.000000000000000,1
169,P170,5000.000000000000000,1
170,P171,5000.000000000000000,1
171,P172,5000.000000000000000,1
172,P173,5000.000000000000000,1
173,P174,5000.000000000000000,1
174,P175,5000.000000000000000,1
175,P176,5000.000000000000000,1
176,P177,5000.000000000000000,1
177,P178,5000.000000000000000,1
178,P179,5000.000000000000000,1
179,P180,5000.000000000000000,1
180,P181,5000.000000000000000,1
181,P182,5000.000000000000000,1
182,P183,5000.000000000000000,1
183,P184,5000.000000000000000,1
184,P185,5000.000000000000000,1
185,P186,5000.000000000000000,1
186,P187,5000.000000000000000,1
187,P188,5000.000000000000000,1
188,P189,5000.000000000000000,1
189,P190,5000.000000000000000,1
190,P191,5000.000000000000000,1
191,P192,5000.000000000000000,0
192,P193,5000.000000000000000,0
193,P194,5000.000000000000000,1
194,P195,5000.000000000000000,0
195,P196,5000.000000000000000,0
196,P197,5000.000000000000000,0
197,P198,5000.000000000000000,1
198,P199,5000.000000000000000,1
199,P200,5000.000000000000000,1
200,P201,5000.000000000000000,1
201,P202,5000.000000000000000,1
202,P203,5000.000000000000000,1
203,P204,5000.000000000000000,1
204,P205,5000.000000000000000,1
205,P206,5000.000000000000000,1
206,P207,5000.000000000000000,1
207,P208,5000.000000000000000,1
208,P209,5000.000000000000000,1
209,P210,5000.000000000000000,1
210,P211,5000.000000000000000,1
211,P212,5000.000000000000000,1
212,P213,5000.000000000000000,1
213,P214,5000.000000000000000,1
214,P215,5000.000000000000000,1
215,P216,5000.000000000000000,1
216,P217,5000.000000000000000,1
217,P218,5000.000000000000000,1
218,P219,5000.000000000000000,1
219,P220,5000.000000000000000,1
220,P221,5000.000000000000000,1
221,P222,5000.000000000000000,1
222,P223,5000.000000000000000,1
223,P224,5000.000000000000000,1
224,P225,5000.000000000000000,1
225,P226,5000.000000000000000,1
226,P227,5000.000000000000000,1
227,P228,5000.000000000000000,1
228,P229,5000.000000000000000,1
229,P230,5000.000000000000000,1
230,P231,5000.000000000000000,1
231,P232,5000.000000000000000,1
232,P233,5000.000000000000000,1
233,P234,5000.000000000000000,1
234,P235,5000.000000000000000,1
235,P236,5000.000000000000000,1
236,P237,5000.000000000000000,1
237,P238,5000.000000000000000,1
238,P239,5000.000000000000000,1
239,P240,5000.000000000000000,1
240,P241,5000.000000000000000,1
241,P242,5000.000000000000000,1
242,P243,5000.000000000000000,1
243,P244,5000.000000000000000,1
244,P245,5000.000000000000000,1
245,P246,5000.000000000000000,1
246,P247,5000.000000000000000,1
247,P248,5000.000000000000000,1
248,P249,5000.000000000000000,1
249,P250,5000.000000000000000,1
250,P251,5000.000000000000000,1
251,P252,5000.000000000000000,1
252,P253,5000.000000000000000,1
253,P254,5000.000000000000000,1
254,P255,5000.000000000000000,1
255,P256,5000.000000000000000,1
256,P257,5000.000000000000000,1
257,P258,5000.000000000000000,1
258,P259,5000.000000000000000,1
259,P260,5000.000000000000000,1
260,P261,5000.000000000000000,1
261,P262,5000.000000000000000,1
262,P263,5000.000000000000000,1
263,P264,5000.000000000000000,1
264,P265,5000.000000000000000,1
265,P266,5000.000000000000000,1
266,P267,5000.000000000000000,1
267,P268,5000.000000000000000,1
268,P269,5000.000000000000000,1
269,P270,5000.000000000000000,1
270,P271,5000.000000000000000,1
271,P272,5000.000000000000000,1
272,P273,5000.000000000000000,1
273,P274,5000.000000000000000,1
274,P275,5000.000000000000000,1
275,P276,5000.000000000000000,1
276,P277,5000.000000000000000,1
277,P278,5000.000000000000000,1
278,P279,5000.000000000000000,1
279,P280,5000.000000000000000,1
280,P281,5000.000000000000000,1
281,P282,5000.000000000000000,1
282,P283,5000.000000000000000,1
283,P284,5000.000000000000000,1
284,P285,5000.000000000000000,1
285,P286,5000.000000000000000,1
286,P287,5000.000000000000000,1
287,P288,5000.000000000000000,1
288,P289,5000.000000000000000,1
289,P290,5000.000000000000000,1
290,P291,5000.000000000000000,1
291,P292,5000.000000000000000,1
292,P293,5000.000000000000000,1
293,P294,5000.000000000000000,1
294,P295,5000.000000000000000,1
295,P296,5000.000000000000000,1
296,P297,5000.000000000000000,1
297,P298,5000.000000000000000,1
298,P299,5000.000000000000000,1
299,P300,5000.000000000000000,1
300,P301,5000.000000000000000,1
301,P302,5000.000000000000000,1
302,P303,5000.000000000000000,1
303,P304,5000.000000000000000,1
304,P305,5000.000000000000000,1
305,P306,5000.000000000000000,1
306,P307,5000.000000000000000,1
307,P308,5000.000000000000000,1
308,P309,5000.000000000000000,1
309,P310,5000.000000000000000,1
310,P311,5000.000000000000000,1
311,P312,5000.000000000000000,1
312,P313,5000.000000000000000,1
313,P314,5000.000000000000000,1
314,P315,5000.000000000000000,1
315,P316,5000.000000000000000,1
316,P317,5000.000000000000000,1
317,P318,5000.000000000000000,1
318,P319,5000.000000000000000,1
319,P320,5000.000000000000000,1
320,P321,5000.000000000000000,1
321,P322,5000.000000000000000,1
322,P323,5000.000000000000000,1
323,P324,5000.000000000000000,1
324,P325,5000.000000000000000,1
325,P326,5000.000000000000000,1
326,P327,5000.000000000000000,1
327,P328,5000.000000000000000,1
328,P329,5000.000000000000000,1
329,P330,5000.000000000000000,1
330,P331,5000.000000000000000,1
331,P332,5000.000000000000000,1
332,P333,5000.000000000000000,1
333,P334,5000.000000000000000,1
334,P335,5000.000000000000000,1
335,P336,5000.000000000000000,1
336,P337,5000.000000000000000,1
337,P338,5000.000000000000000,1
338,P339,5000.000000000000000,1
339,P340,5000.000000000000000,1
340,P341,5000.000000000000000,1
341,P342,5000.000000000000000,1
342,P343,5000.000000000000000,1
343,P344,5000.000000000000000,1
344,P345,5000.000000000000000,1
345,P346,5000.000000000000000,1
346,P347,5000.000000000000000,1
347,P348,5000.000000000000000,1
348,P349,5000.000000000000000,1
349,P350,5000.000000000000000,1
350,P351,5000.000000000000000,1
351,P352,5000.000000000000000,1
352,P353,5000.000000000000000,1
353,P354,5000.000000000000000,1
354,P355,5000.000000000000000,1
355,P356,5000.000000000000000,1
356,P357,5000.000000000000000,1
357,P358,5000.000000000000000,1
358,P359,5000.000000000000000,1
359,P360,5000.000000000000000,1
360,P361,5000.000000000000000,1
361,P362,5000.000000000000000,1
362,P363,5000.000000000000000,1
363,P364,5000.000000000000000,1
364,P365,5000.000000000000000,1
365,P366,5000.000000000000000,1
366,P367,5000.000000000000000,1
367,P368,5000.000000000000000,1
368,P369,5000.000000000000000,1
369,P370,5000.000000000000000,1
370,P371,5000.000000000000000,1
371,P372,5000.000000000000000,1
372,P373,5000.000000000000000,1
373,P374,5000.000000000000000,1
